관악구,봉천동,낙성대역3길
마포구,염리동,숭문16나길
마포구,상암동,마포나루길
중구,정동,정동길
중구,을지로4가,창경궁
성북구,안암동5가,안암
은평구,진관동,연서
중랑구,중화동,동일
강서구,오곡동,벌말
종로구,인의동,김상옥
관악구,봉천동,청룡15길
중구,을지로2가,명동9길
종로구,중학동,율곡
용산구,도원동,새창
영등포구,영등포동7가,영신
종로구,명륜2가,창경궁
중구,충무로4가,퇴계
동대문구,신설동,난계
마포구,상수동,와우산
서초구,방배동,동작대
영등포구,도림동,도림
중구,봉래동1가,통일
관악구,남현동,승방7길
성동구,용답동,용답중앙1길
